CROP TYPE,SOIL TYPE,REGION,TEMPERATURE,WEATHER CONDITION,WATER REQUIREMENT,Farmer_Age,Farm_Location,Farm_Size,Crop_Type,Annual_Income,Water_Bill,Fertilizer_Usage
SUGARCANE,DRY,DESERT,40-50,WINDY,14.6,44,Al-Madinah,9.06,Dates,111460,9610.62,67.7
SUGARCANE,DRY,DESERT,40-50,RAINY,5.6,25,Qassim,11.91,Tomato,195340,5613.82,151.2
SUGARCANE,DRY,SEMI ARID,10-20,NORMAL,9.6,37,Jazan,8.59,Tomato,167074,5886.33,409.0
SUGARCANE,DRY,SEMI ARID,10-20,SUNNY,11.0,27,Jazan,1.39,Wheat,156258,8524.9,81.3
SUGARCANE,DRY,SEMI ARID,10-20,WINDY,10.6,46,Qassim,8.98,Wheat,134659,1133.9,348.3
SUGARCANE,DRY,SEMI ARID,10-20,RAINY,1.6,60,Riyadh,9.13,Dates,184829,8375.92,458.7
SUGARCANE,DRY,SEMI ARID,20-30,NORMAL,10.7,27,Al-Madinah,13.03,Tomato,53897,4203.17,381.6
SUGARCANE,DRY,SEMI ARID,20-30,SUNNY,12.2,55,Tabuk,2.16,Cucumber,78325,4099.27,446.0
SUGARCANE,DRY,SEMI ARID,20-30,WINDY,11.7,35,Jazan,11.05,Wheat,172866,7685.44,280.5
SUGARCANE,DRY,SEMI ARID,20-30,RAINY,2.7,28,Al-Madinah,13.57,Cucumber,126442,1878.48,488.2
SUGARCANE,DRY,SEMI ARID,30-40,NORMAL,11.6,43,Hail,12.77,Tomato,65987,8680.99,440.0
SUGARCANE,DRY,SEMI ARID,30-40,SUNNY,13.1,44,Riyadh,9.14,Cucumber,130373,3439.26,201.6
SUGARCANE,DRY,SEMI ARID,30-40,WINDY,12.6,41,Jazan,8.86,Tomato,58159,2516.86,257.2
SUGARCANE,DRY,SEMI ARID,30-40,RAINY,3.6,26,Tabuk,6.96,Dates,125772,8870.41,362.5
SUGARCANE,DRY,SEMI ARID,40-50,NORMAL,12.5,55,Jazan,5.32,Wheat,105318,2772.26,94.7
SUGARCANE,DRY,SEMI ARID,40-50,SUNNY,14.0,59,Jazan,4.96,Tomato,173795,7449.52,388.1
SUGARCANE,DRY,SEMI ARID,40-50,WINDY,13.5,46,Qassim,4.34,Tomato,120802,4000.91,53.3
SUGARCANE,DRY,SEMI ARID,40-50,RAINY,4.5,59,Jazan,2.47,Dates,64146,9261.1,461.3
SUGARCANE,DRY,SEMI HUMID,10-20,NORMAL,8.4,47,Tabuk,0.75,Tomato,142613,8304.89,185.8
SUGARCANE,DRY,SEMI HUMID,10-20,SUNNY,9.9,31,Jazan,1.44,Dates,173105,7110.36,299.4
SUGARCANE,DRY,SEMI HUMID,10-20,WINDY,9.4,42,Qassim,5.62,Dates,77024,4278.55,310.0
SUGARCANE,DRY,SEMI HUMID,10-20,RAINY,0.4,39,Riyadh,7.48,Wheat,184104,2639.15,323.0
SUGARCANE,DRY,SEMI HUMID,20-30,NORMAL,9.5,40,Hail,11.7,Wheat,86163,5968.09,365.2
SUGARCANE,DRY,SEMI HUMID,20-30,SUNNY,11.0,54,Qassim,6.65,Cucumber,172708,7169.49,189.5
SUGARCANE,DRY,SEMI HUMID,20-30,WINDY,10.5,40,Al-Ahsa,3.28,Tomato,193643,3407.47,119.2
SUGARCANE,DRY,SEMI HUMID,20-30,RAINY,1.5,38,Al-Madinah,2.82,Tomato,169729,8304.06,219.8
SUGARCANE,DRY,SEMI HUMID,30-40,NORMAL,10.4,54,Tabuk,4.13,Wheat,140172,1665.12,156.6
SUGARCANE,DRY,SEMI HUMID,30-40,SUNNY,11.9,57,Jazan,11.46,Dates,168211,9961.12,77.0
SUGARCANE,DRY,SEMI HUMID,30-40,WINDY,11.4,34,Tabuk,9.47,Barley,109960,4100.11,51.5
SUGARCANE,DRY,SEMI HUMID,30-40,RAINY,2.4,42,Tabuk,8.01,Tomato,109353,3037.14,303.2
SUGARCANE,DRY,SEMI HUMID,40-50,NORMAL,11.35,33,Tabuk,3.22,Dates,92504,4109.21,142.8
SUGARCANE,DRY,SEMI HUMID,40-50,SUNNY,12.85,61,Al-Madinah,8.98,Dates,175493,7490.52,138.5
SUGARCANE,DRY,SEMI HUMID,40-50,WINDY,12.35,61,Tabuk,10.58,Barley,51862,3310.88,390.8
SUGARCANE,DRY,SEMI HUMID,40-50,RAINY,3.3,52,Qassim,13.12,Barley,67941,9325.27,441.0
SUGARCANE,DRY,HUMID,10-20,NORMAL,6.9,29,Tabuk,9.05,Cucumber,55416,6210.01,318.1
SUGARCANE,DRY,HUMID,10-20,SUNNY,8.4,60,Riyadh,1.3,Cucumber,178174,5905.06,384.3
SUGARCANE,DRY,HUMID,10-20,WINDY,7.9,60,Jazan,9.44,Cucumber,118406,1748.56,295.9
SUGARCANE,DRY,HUMID,10-20,RAINY,0.5,50,Al-Ahsa,7.85,Barley,197715,6646.63,71.6
SUGARCANE,DRY,HUMID,20-30,NORMAL,7.82,26,Al-Madinah,2.44,Barley,168021,8713.66,447.5
SUGARCANE,DRY,HUMID,20-30,SUNNY,9.32,53,Riyadh,8.33,Barley,92690,6492.11,461.7
SUGARCANE,DRY,HUMID,20-30,WINDY,8.82,33,Qassim,5.26,Wheat,183293,6202.09,397.3
SUGARCANE,DRY,HUMID,20-30,RAINY,0.8,57,Qassim,7.16,Barley,102219,3326.95,461.7
SUGARCANE,DRY,HUMID,30-40,NORMAL,8.85,27,Hail,5.97,Dates,111817,7308.65,334.2
SUGARCANE,DRY,HUMID,30-40,SUNNY,10.35,49,Qassim,2.85,Tomato,94582,9321.67,186.1
SUGARCANE,DRY,HUMID,30-40,WINDY,9.85,61,Al-Madinah,12.8,Barley,115343,8686.34,250.0
SUGARCANE,DRY,HUMID,30-40,RAINY,0.85,45,Riyadh,2.3,Dates,98408,2394.76,318.1
SUGARCANE,DRY,HUMID,40-50,NORMAL,9.7,59,Tabuk,13.49,Cucumber,143507,2325.24,137.5
SUGARCANE,DRY,HUMID,40-50,SUNNY,11.2,55,Al-Ahsa,1.59,Cucumber,132478,4528.56,166.0
SUGARCANE,DRY,HUMID,40-50,WINDY,10.7,62,Riyadh,12.89,Barley,161823,8152.57,228.5
SUGARCANE,DRY,HUMID,40-50,RAINY,1.7,59,Jazan,12.72,Cucumber,49590,6133.59,450.6
SUGARCANE,HUMID,DESERT,10-20,NORMAL,8.06,45,Riyadh,6.2,Dates,58364,9416.45,491.7
SUGARCANE,HUMID,DESERT,10-20,SUNNY,9.56,32,Tabuk,4.37,Cucumber,44592,1372.25,322.1
SUGARCANE,HUMID,DESERT,10-20,WINDY,9.0,30,Hail,11.01,Barley,83408,3845.95,245.5
SUGARCANE,HUMID,DESERT,10-20,RAINY,0.1,49,Al-Ahsa,2.84,Cucumber,42474,4226.04,105.2
SUGARCANE,HUMID,DESERT,20-30,NORMAL,9.1,49,Riyadh,8.96,Tomato,107248,9965.99,459.9
SUGARCANE,HUMID,DESERT,20-30,SUNNY,10.6,60,Qassim,5.13,Barley,53904,3908.64,331.7
SUGARCANE,HUMID,DESERT,20-30,WINDY,10.1,58,Al-Ahsa,3.5,Barley,124759,2392.36,271.0
SUGARCANE,HUMID,DESERT,20-30,RAINY,1.1,25,Al-Ahsa,13.23,Wheat,100716,2063.45,432.0
SUGARCANE,HUMID,DESERT,30-40,NORMAL,10.25,44,Qassim,4.22,Tomato,146931,5018.68,421.3
SUGARCANE,HUMID,DESERT,30-40,SUNNY,11.75,39,Jazan,3.18,Dates,138125,4434.11,302.9
SUGARCANE,HUMID,DESERT,30-40,WINDY,11.25,37,Qassim,9.02,Tomato,150575,5921.67,337.3
SUGARCANE,HUMID,DESERT,30-40,RAINY,2.25,30,Qassim,9.99,Tomato,143869,6976.72,486.6
SUGARCANE,HUMID,DESERT,40-50,NORMAL,11.1,53,Riyadh,8.64,Dates,112757,8449.83,294.9
SUGARCANE,HUMID,DESERT,40-50,SUNNY,12.6,57,Hail,9.91,Dates,62116,4403.6,162.9
SUGARCANE,HUMID,DESERT,40-50,WINDY,12.1,27,Al-Ahsa,8.29,Wheat,165418,8161.93,386.0
SUGARCANE,HUMID,DESERT,40-50,RAINY,3.1,48,Qassim,5.69,Wheat,69307,2247.12,263.7
SUGARCANE,HUMID,SEMI ARID,10-20,NORMAL,7.15,33,Al-Madinah,2.0,Tomato,163903,8101.23,488.2
SUGARCANE,HUMID,SEMI ARID,10-20,SUNNY,8.65,53,Riyadh,4.16,Cucumber,57747,5254.13,116.8
SUGARCANE,HUMID,SEMI ARID,10-20,WINDY,8.15,41,Tabuk,5.24,Wheat,66140,5750.5,114.8
SUGARCANE,HUMID,SEMI ARID,10-20,RAINY,0.8,31,Hail,6.48,Barley,76480,7290.01,95.3
SUGARCANE,HUMID,SEMI ARID,20-30,NORMAL,8.1,27,Tabuk,9.01,Wheat,152081,2987.06,496.2
SUGARCANE,HUMID,SEMI ARID,20-30,SUNNY,9.6,50,Tabuk,0.78,Barley,160706,1878.92,436.1
SUGARCANE,HUMID,SEMI ARID,20-30,WINDY,9.1,50,Al-Ahsa,0.78,Tomato,92307,6927.25,221.6
SUGARCANE,HUMID,SEMI ARID,20-30,RAINY,0.1,42,Riyadh,2.1,Tomato,105949,4846.24,88.4
SUGARCANE,HUMID,SEMI ARID,30-40,NORMAL,9.2,48,Riyadh,3.34,Cucumber,109564,8768.43,499.3
SUGARCANE,HUMID,SEMI ARID,30-40,SUNNY,10.7,26,Riyadh,4.5,Tomato,45866,6326.09,451.8
SUGARCANE,HUMID,SEMI ARID,30-40,WINDY,10.2,38,Tabuk,1.68,Wheat,157548,8188.13,463.5
SUGARCANE,HUMID,SEMI ARID,30-40,RAINY,1.2,36,Al-Madinah,12.74,Tomato,147715,1740.73,130.7
SUGARCANE,HUMID,SEMI ARID,40-50,NORMAL,10.1,64,Jazan,13.86,Barley,196676,8112.08,478.7
SUGARCANE,HUMID,SEMI ARID,40-50,SUNNY,11.6,35,Jazan,1.56,Cucumber,157328,5416.99,237.1
SUGARCANE,HUMID,SEMI ARID,40-50,WINDY,11.1,58,Riyadh,5.9,Tomato,58815,8393.46,153.7
SUGARCANE,HUMID,SEMI ARID,40-50,RAINY,2.1,52,Jazan,4.58,Cucumber,71150,1710.78,287.4
SUGARCANE,HUMID,SEMI HUMID,10-20,NORMAL,5.88,43,Tabuk,4.31,Cucumber,43267,1965.77,95.4
SUGARCANE,HUMID,SEMI HUMID,10-20,SUNNY,7.38,63,Tabuk,6.26,Barley,101689,4379.71,483.5
SUGARCANE,HUMID,SEMI HUMID,10-20,WINDY,6.88,50,Al-Madinah,5.09,Dates,140161,5679.36,484.2
SUGARCANE,HUMID,SEMI HUMID,10-20,RAINY,0.3,26,Riyadh,7.57,Wheat,124280,9786.53,112.3
SUGARCANE,HUMID,SEMI HUMID,20-30,NORMAL,6.8,37,Tabuk,12.77,Tomato,126737,5674.78,241.0
SUGARCANE,HUMID,SEMI HUMID,20-30,SUNNY,8.6,62,Al-Ahsa,1.46,Barley,122676,5294.21,494.7
SUGARCANE,HUMID,SEMI HUMID,20-30,WINDY,7.8,61,Hail,3.16,Barley,105904,6449.38,295.8
SUGARCANE,HUMID,SEMI HUMID,20-30,RAINY,0.6,31,Riyadh,12.42,Dates,109213,1802.86,390.1
SUGARCANE,HUMID,SEMI HUMID,30-40,NORMAL,7.9,34,Hail,14.03,Cucumber,82048,3561.23,483.1
SUGARCANE,HUMID,SEMI HUMID,30-40,SUNNY,9.4,52,Hail,4.08,Wheat,135734,9179.81,368.6
SUGARCANE,HUMID,SEMI HUMID,30-40,WINDY,8.9,50,Al-Ahsa,3.26,Wheat,113784,8357.33,453.1
SUGARCANE,HUMID,SEMI HUMID,30-40,RAINY,0.8,57,Qassim,4.03,Dates,91795,3958.11,460.5
SUGARCANE,HUMID,SEMI HUMID,40-50,NORMAL,8.7,51,Al-Madinah,9.17,Dates,94442,8697.82,304.2
SUGARCANE,HUMID,SEMI HUMID,40-50,SUNNY,10.5,56,Qassim,1.34,Dates,176149,3259.74,267.6
SUGARCANE,HUMID,SEMI HUMID,40-50,WINDY,9.7,30,Al-Madinah,8.93,Cucumber,59883,6052.17,335.7
SUGARCANE,HUMID,SEMI HUMID,40-50,RAINY,0.7,37,Hail,11.18,Dates,100513,7853.72,341.3
SUGARCANE,HUMID,HUMID,10-20,NORMAL,4.34,39,Hail,13.42,Barley,44178,1536.73,322.1
SUGARCANE,HUMID,HUMID,10-20,SUNNY,5.84,52,Al-Ahsa,9.15,Barley,189866,7513.83,204.4
SUGARCANE,HUMID,HUMID,10-20,WINDY,5.34,33,Al-Ahsa,10.49,Tomato,152241,7461.81,210.1
SUGARCANE,HUMID,HUMID,10-20,RAINY,0.2,64,Tabuk,12.04,Tomato,162002,8984.17,55.8
SUGARCANE,HUMID,HUMID,20-30,NORMAL,5.3,27,Al-Madinah,5.24,Wheat,186254,5147.19,411.6
SUGARCANE,HUMID,HUMID,20-30,SUNNY,6.8,55,Al-Madinah,9.71,Tomato,114580,4138.45,82.9
SUGARCANE,HUMID,HUMID,20-30,WINDY,6.3,25,Riyadh,7.39,Wheat,145358,5022.46,481.9
SUGARCANE,HUMID,HUMID,20-30,RAINY,0.3,46,Al-Madinah,7.28,Barley,199651,2537.21,194.0
SUGARCANE,HUMID,HUMID,30-40,NORMAL,6.35,30,Tabuk,7.72,Cucumber,83151,3620.69,467.8
SUGARCANE,HUMID,HUMID,30-40,SUNNY,7.85,45,Al-Madinah,11.32,Cucumber,46602,6469.65,54.9
SUGARCANE,HUMID,HUMID,30-40,WINDY,7.35,52,Al-Madinah,11.33,Wheat,137865,9215.57,465.3
SUGARCANE,HUMID,HUMID,30-40,RAINY,0.5,37,Al-Ahsa,9.1,Tomato,100300,5717.99,248.9
SUGARCANE,HUMID,HUMID,40-50,NORMAL,7.32,47,Al-Madinah,12.0,Tomato,114899,6925.14,174.1
SUGARCANE,HUMID,HUMID,40-50,SUNNY,8.82,52,Tabuk,4.14,Barley,156122,9613.92,113.6
SUGARCANE,HUMID,HUMID,40-50,WINDY,8.32,59,Riyadh,1.91,Tomato,64727,8001.68,434.2
SUGARCANE,HUMID,HUMID,40-50,RAINY,0.8,42,Al-Madinah,6.2,Wheat,135902,5794.32,305.7
SUGARCANE,WET,DESERT,10-20,NORMAL,6.2,54,Tabuk,9.01,Dates,153109,2740.48,383.2
SUGARCANE,WET,DESERT,10-20,SUNNY,7.7,60,Tabuk,14.11,Wheat,176764,9287.63,444.7
SUGARCANE,WET,DESERT,10-20,WINDY,7.2,43,Qassim,7.45,Tomato,60096,8257.98,137.8
SUGARCANE,WET,DESERT,10-20,RAINY,0.5,63,Riyadh,2.4,Wheat,153240,8485.07,307.3
SUGARCANE,WET,DESERT,20-30,NORMAL,7.2,63,Tabuk,11.27,Tomato,123812,5531.88,368.4
SUGARCANE,WET,DESERT,20-30,SUNNY,8.7,25,Jazan,6.02,Wheat,183544,7851.59,73.8
SUGARCANE,WET,DESERT,20-30,WINDY,8.2,33,Qassim,9.04,Wheat,151825,5723.74,109.9
SUGARCANE,WET,DESERT,20-30,RAINY,0.8,29,Riyadh,1.65,Wheat,98961,8014.29,460.0
SUGARCANE,WET,DESERT,30-40,NORMAL,8.3,25,Tabuk,3.91,Barley,65532,1028.17,297.5
SUGARCANE,WET,DESERT,30-40,SUNNY,9.8,51,Jazan,13.34,Barley,59711,8551.33,140.3
SUGARCANE,WET,DESERT,30-40,WINDY,9.3,40,Jazan,8.01,Tomato,148264,8857.55,252.0
SUGARCANE,WET,DESERT,30-40,RAINY,0.3,62,Al-Madinah,8.11,Wheat,88216,9790.5,128.1
SUGARCANE,WET,DESERT,40-50,NORMAL,9.4,32,Riyadh,3.65,Wheat,168464,4457.02,152.4
SUGARCANE,WET,DESERT,40-50,SUNNY,10.9,37,Qassim,5.14,Barley,93116,9312.41,330.0
SUGARCANE,WET,DESERT,40-50,WINDY,10.4,62,Al-Ahsa,13.73,Dates,41356,2708.17,327.8
SUGARCANE,WET,DESERT,40-50,RAINY,1.4,58,Tabuk,4.51,Tomato,110212,2424.76,492.9
SUGARCANE,WET,SEMI ARID,10-20,NORMAL,5.3,47,Riyadh,9.54,Barley,175292,2847.24,126.8
SUGARCANE,WET,SEMI ARID,10-20,SUNNY,6.8,41,Qassim,10.01,Wheat,179082,2804.55,253.7
SUGARCANE,WET,SEMI ARID,10-20,WINDY,6.3,58,Al-Ahsa,7.21,Cucumber,106167,9452.48,159.5
SUGARCANE,WET,SEMI ARID,10-20,RAINY,0.3,30,Hail,14.09,Dates,139489,6439.4,144.8
SUGARCANE,WET,SEMI ARID,20-30,NORMAL,6.25,37,Jazan,1.88,Cucumber,155171,5600.34,151.8
SUGARCANE,WET,SEMI ARID,20-30,SUNNY,7.75,53,Al-Madinah,9.48,Tomato,120132,6221.61,489.9
SUGARCANE,WET,SEMI ARID,20-30,WINDY,7.25,25,Riyadh,5.99,Dates,140056,6614.32,268.9
SUGARCANE,WET,SEMI ARID,20-30,RAINY,0.5,49,Hail,4.38,Dates,119138,1391.84,189.3
SUGARCANE,WET,SEMI ARID,30-40,NORMAL,7.35,51,Al-Ahsa,5.26,Cucumber,54829,8538.88,410.1
SUGARCANE,WET,SEMI ARID,30-40,SUNNY,8.85,45,Riyadh,0.57,Barley,133255,4679.68,61.3
SUGARCANE,WET,SEMI ARID,30-40,WINDY,8.35,35,Al-Madinah,4.04,Dates,171990,8981.54,483.0
SUGARCANE,WET,SEMI ARID,30-40,RAINY,0.8,53,Riyadh,0.6,Dates,116089,8317.09,199.3
SUGARCANE,WET,SEMI ARID,40-50,NORMAL,8.34,39,Al-Ahsa,10.67,Tomato,121102,8535.97,377.1
SUGARCANE,WET,SEMI ARID,40-50,SUNNY,9.84,29,Al-Ahsa,4.66,Wheat,125577,3619.65,364.0
SUGARCANE,WET,SEMI ARID,40-50,WINDY,9.34,40,Tabuk,6.66,Dates,77703,8384.42,451.6
SUGARCANE,WET,SEMI ARID,40-50,RAINY,0.34,45,Jazan,5.72,Cucumber,179507,9261.89,274.2
SUGARCANE,WET,SEMI HUMID,10-20,NORMAL,4.0,37,Al-Ahsa,4.25,Cucumber,145961,1671.84,196.7
SUGARCANE,WET,SEMI HUMID,10-20,SUNNY,5.5,44,Riyadh,6.46,Tomato,75039,8870.33,95.0
SUGARCANE,WET,SEMI HUMID,10-20,WINDY,5.0,37,Riyadh,12.38,Cucumber,125401,6123.98,309.2
SUGARCANE,WET,SEMI HUMID,10-20,RAINY,0.2,48,Al-Madinah,8.17,Tomato,72172,5278.65,426.1
SUGARCANE,WET,SEMI HUMID,20-30,NORMAL,5.06,27,Tabuk,8.73,Barley,157529,9566.83,346.0
SUGARCANE,WET,SEMI HUMID,20-30,SUNNY,6.56,59,Tabuk,6.5,Wheat,67420,9576.31,203.8
SUGARCANE,WET,SEMI HUMID,20-30,WINDY,6.06,62,Al-Ahsa,5.03,Wheat,75956,3049.06,59.4
SUGARCANE,WET,SEMI HUMID,20-30,RAINY,0.3,25,Qassim,1.23,Barley,62818,7097.63,281.3
SUGARCANE,WET,SEMI HUMID,30-40,NORMAL,6.04,26,Tabuk,10.73,Dates,98684,8651.66,212.3
SUGARCANE,WET,SEMI HUMID,30-40,SUNNY,7.56,30,Riyadh,1.21,Wheat,63717,3574.34,370.3
SUGARCANE,WET,SEMI HUMID,30-40,WINDY,7.06,61,Tabuk,6.54,Tomato,153875,7485.23,309.7
SUGARCANE,WET,SEMI HUMID,30-40,RAINY,0.5,29,Riyadh,5.62,Wheat,122195,8128.97,155.9
SUGARCANE,WET,SEMI HUMID,40-50,NORMAL,7.05,31,Al-Madinah,11.08,Barley,74845,7817.45,348.8
SUGARCANE,WET,SEMI HUMID,40-50,SUNNY,8.56,32,Al-Ahsa,14.46,Cucumber,81917,1229.78,165.4
SUGARCANE,WET,SEMI HUMID,40-50,WINDY,8.05,34,Al-Ahsa,12.3,Cucumber,199699,1740.45,335.1
SUGARCANE,WET,SEMI HUMID,40-50,RAINY,0.8,34,Al-Madinah,10.39,Tomato,168328,7445.14,447.0
SUGARCANE,WET,HUMID,10-20,NORMAL,2.48,31,Riyadh,4.08,Wheat,181226,3611.83,85.3
SUGARCANE,WET,HUMID,10-20,SUNNY,3.98,60,Tabuk,3.43,Dates,89430,6770.37,276.8
SUGARCANE,WET,HUMID,10-20,WINDY,3.48,61,Al-Ahsa,13.71,Wheat,96804,4240.78,445.6
SUGARCANE,WET,HUMID,10-20,RAINY,0.1,42,Qassim,2.98,Barley,164200,9572.65,167.3
SUGARCANE,WET,HUMID,20-30,NORMAL,3.48,31,Riyadh,1.62,Tomato,61330,1196.43,380.2
SUGARCANE,WET,HUMID,20-30,SUNNY,4.98,42,Riyadh,2.0,Barley,85053,4250.59,224.0
SUGARCANE,WET,HUMID,20-30,WINDY,4.48,64,Al-Ahsa,8.79,Cucumber,164423,5658.66,300.0
SUGARCANE,WET,HUMID,20-30,RAINY,0.1,39,Tabuk,9.37,Cucumber,150285,8412.02,291.0
SUGARCANE,WET,HUMID,30-40,NORMAL,4.48,57,Qassim,14.57,Cucumber,65220,7869.54,347.5
SUGARCANE,WET,HUMID,30-40,SUNNY,5.98,31,Jazan,1.96,Tomato,79939,1230.16,453.0
SUGARCANE,WET,HUMID,30-40,WINDY,5.48,45,Jazan,3.5,Dates,142285,5040.08,53.8
SUGARCANE,WET,HUMID,30-40,RAINY,0.2,44,Jazan,3.76,Barley,177098,4023.68,186.8
SUGARCANE,WET,HUMID,40-50,NORMAL,5.48,44,Hail,14.07,Barley,131675,6924.99,250.2
SUGARCANE,WET,HUMID,40-50,SUNNY,6.98,25,Hail,9.1,Wheat,139984,7315.31,290.3
SUGARCANE,WET,HUMID,40-50,WINDY,6.48,27,Riyadh,9.47,Cucumber,74759,7569.08,473.3
SUGARCANE,WET,HUMID,40-50,RAINY,0.3,34,Al-Madinah,2.78,Dates,88593,6261.43,322.6
TOMATO,DRY,DESERT,10-20,NORMAL,6.12,45,Riyadh,14.53,Tomato,160572,6069.04,270.0
TOMATO,DRY,DESERT,10-20,SUNNY,7.62,36,Qassim,11.54,Dates,41047,4228.93,143.2
TOMATO,DRY,DESERT,10-20,WINDY,7.12,48,Hail,9.73,Tomato,57839,9651.74,159.1
TOMATO,DRY,DESERT,10-20,RAINY,0.5,62,Al-Madinah,3.52,Dates,48980,3774.96,201.7
TOMATO,DRY,DESERT,20-30,NORMAL,7.12,63,Jazan,4.56,Dates,172389,7523.16,168.7
TOMATO,DRY,DESERT,20-30,SUNNY,8.62,59,Qassim,7.03,Barley,139157,3347.24,206.8
TOMATO,DRY,DESERT,20-30,WINDY,8.12,60,Tabuk,8.08,Cucumber,165565,5426.01,363.6
TOMATO,DRY,DESERT,20-30,RAINY,0.8,25,Al-Madinah,3.92,Dates,119406,3580.8,483.9
TOMATO,DRY,DESERT,30-40,NORMAL,8.12,29,Jazan,2.91,Dates,132822,7932.78,220.8
TOMATO,DRY,DESERT,30-40,SUNNY,9.62,55,Qassim,1.4,Cucumber,67182,1295.0,273.8
TOMATO,DRY,DESERT,30-40,WINDY,9.12,42,Tabuk,6.62,Barley,191111,6894.15,154.4
TOMATO,DRY,DESERT,30-40,RAINY,0.12,46,Tabuk,14.03,Cucumber,59984,9507.8,490.3
TOMATO,DRY,DESERT,40-50,NORMAL,9.12,36,Qassim,2.14,Dates,119036,2564.2,295.4
TOMATO,DRY,DESERT,40-50,SUNNY,10.62,44,Al-Madinah,7.04,Tomato,40725,8703.4,338.3
TOMATO,DRY,DESERT,40-50,WINDY,10.12,53,Hail,10.59,Wheat,123433,3161.17,84.0
TOMATO,DRY,DESERT,40-50,RAINY,1.12,39,Tabuk,7.23,Cucumber,151557,8516.99,71.3
TOMATO,DRY,SEMI ARID,10-20,NORMAL,5.58,30,Tabuk,8.05,Barley,92117,2830.58,152.3
TOMATO,DRY,SEMI ARID,10-20,SUNNY,7.08,33,Al-Ahsa,3.02,Barley,87366,9481.68,82.7
TOMATO,DRY,SEMI ARID,10-20,WINDY,6.58,42,Riyadh,9.63,Dates,171134,4003.46,192.5
TOMATO,DRY,SEMI ARID,10-20,RAINY,0.3,27,Jazan,3.88,Barley,166602,9578.15,261.4
TOMATO,DRY,SEMI ARID,20-30,NORMAL,6.58,38,Tabuk,4.49,Tomato,194218,4407.5,211.7
TOMATO,DRY,SEMI ARID,20-30,SUNNY,8.08,27,Tabuk,8.47,Wheat,83858,4239.43,316.5
TOMATO,DRY,SEMI ARID,20-30,WINDY,7.58,32,Hail,6.54,Tomato,159526,2343.81,54.9
TOMATO,DRY,SEMI ARID,20-30,RAINY,0.5,25,Al-Madinah,1.37,Barley,121398,6045.06,56.1
TOMATO,DRY,SEMI ARID,30-40,NORMAL,7.58,26,Hail,13.37,Wheat,90741,2649.37,72.4
TOMATO,DRY,SEMI ARID,30-40,SUNNY,9.08,54,Riyadh,6.4,Tomato,87993,4531.98,386.9
TOMATO,DRY,SEMI ARID,30-40,WINDY,8.58,60,Al-Madinah,9.02,Dates,73059,2001.2,247.7
TOMATO,DRY,SEMI ARID,30-40,RAINY,0.8,36,Tabuk,9.6,Cucumber,47236,9458.71,498.6
TOMATO,DRY,SEMI ARID,40-50,NORMAL,8.58,43,Riyadh,10.44,Wheat,111643,8035.11,402.7
TOMATO,DRY,SEMI ARID,40-50,SUNNY,10.08,56,Riyadh,2.96,Tomato,189172,8722.9,238.5
TOMATO,DRY,SEMI ARID,40-50,WINDY,9.58,36,Hail,9.26,Barley,184144,9725.01,432.4
TOMATO,DRY,SEMI ARID,40-50,RAINY,0.58,36,Hail,10.91,Dates,191199,8470.78,435.4
TOMATO,DRY,SEMI HUMID,10-20,NORMAL,4.86,32,Al-Ahsa,7.83,Wheat,129272,3836.23,280.2
TOMATO,DRY,SEMI HUMID,10-20,SUNNY,6.36,50,Hail,13.18,Dates,163449,1756.87,365.1
TOMATO,DRY,SEMI HUMID,10-20,WINDY,5.86,62,Qassim,2.33,Wheat,85898,6970.14,139.3
TOMATO,DRY,SEMI HUMID,10-20,RAINY,0.2,40,Jazan,2.0,Dates,181989,3584.55,111.0
TOMATO,DRY,SEMI HUMID,20-30,NORMAL,5.86,64,Jazan,11.41,Tomato,156361,3917.52,292.2
TOMATO,DRY,SEMI HUMID,20-30,SUNNY,7.36,31,Tabuk,11.64,Tomato,62461,9785.92,174.9
TOMATO,DRY,SEMI HUMID,20-30,WINDY,6.86,33,Hail,1.69,Tomato,92858,5463.26,329.0
TOMATO,DRY,SEMI HUMID,20-30,RAINY,0.3,47,Hail,3.28,Dates,83290,835.83,123.4
TOMATO,DRY,SEMI HUMID,30-40,NORMAL,6.86,50,Tabuk,3.48,Wheat,44159,8841.34,296.6
TOMATO,DRY,SEMI HUMID,30-40,SUNNY,8.36,55,Qassim,9.06,Barley,133033,1746.04,235.5
TOMATO,DRY,SEMI HUMID,30-40,WINDY,7.86,30,Qassim,7.86,Tomato,62820,5739.54,328.6
TOMATO,DRY,SEMI HUMID,30-40,RAINY,0.5,27,Tabuk,2.12,Dates,56916,9264.29,444.2
TOMATO,DRY,SEMI HUMID,40-50,NORMAL,7.86,44,Al-Madinah,8.11,Cucumber,44851,3740.28,268.2
TOMATO,DRY,SEMI HUMID,40-50,SUNNY,9.36,59,Riyadh,2.29,Wheat,86332,6035.5,87.8
TOMATO,DRY,SEMI HUMID,40-50,WINDY,8.86,57,Hail,13.9,Dates,185735,2142.41,196.8
TOMATO,DRY,SEMI HUMID,40-50,RAINY,0.8,62,Riyadh,10.92,Cucumber,70490,1242.59,233.7
TOMATO,DRY,HUMID,10-20,NORMAL,3.96,54,Jazan,7.15,Barley,161797,2632.23,485.7
